Country_Region,Age,Values,relative_pop
Liechtenstein,<30,12254.0,2.864397409112065e-05
Liechtenstein,30s,4788.0,2.864397409112065e-05
Liechtenstein,40s,5730.0,2.864397409112065e-05
Liechtenstein,50s,6260.0,2.864397409112065e-05
Liechtenstein,60s,4680.0,2.864397409112065e-05
Liechtenstein,70s,3036.0,2.864397409112065e-05
Liechtenstein,80+,1429.0,2.864397409112065e-05
Lithuania,<30,919678.0,0.0021075015708023914
Lithuania,30s,346610.0,0.0021075015708023914
Lithuania,40s,381161.0,0.0021075015708023914
Lithuania,50s,431278.0,0.0021075015708023914
Lithuania,60s,333514.0,0.0021075015708023914
Lithuania,70s,238137.0,0.0021075015708023914
Lithuania,80+,158523.0,0.0021075015708023914
Luxembourg,<30,212795.0,0.0004517017485396872
Luxembourg,30s,93391.0,0.0004517017485396872
Luxembourg,40s,91457.0,0.0004517017485396872
Luxembourg,50s,85824.0,0.0004517017485396872
Luxembourg,60s,58477.0,0.0004517017485396872
Luxembourg,70s,36305.0,0.0004517017485396872
Luxembourg,80+,23784.0,0.0004517017485396872
Malawi,<30,9628698.0,0.00981361669852949
Malawi,30s,1450877.0,0.00981361669852949
Malawi,40s,784421.0,0.00981361669852949
Malawi,50s,527848.0,0.00981361669852949
Malawi,60s,338508.0,0.00981361669852949
Malawi,70s,212789.0,0.00981361669852949
Malawi,80+,136554.0,0.00981361669852949
Malaysia,<30,16347885.0,0.022011221308550117
Malaysia,30s,4404087.0,0.022011221308550117
Malaysia,40s,3521858.0,0.022011221308550117
Malaysia,50s,2624312.0,0.022011221308550117
Malaysia,60s,1499632.0,0.022011221308550117
Malaysia,70s,686716.0,0.022011221308550117
Malaysia,80+,252305.0,0.022011221308550117
Maldives,<30,283538.041278,0.0004006126981059306
Maldives,30s,122193.122386,0.0004006126981059306
Maldives,40s,62425.071803000006,0.0004006126981059306
Maldives,50s,36364.86350100001,0.0004006126981059306
Maldives,60s,17339.028805,0.0004006126981059306
Maldives,70s,8068.043272,0.0004006126981059306
Maldives,80+,4012.78725,0.0004006126981059306
Mali,<30,10418963.0,0.010694054446520274
Mali,30s,1464747.0,0.010694054446520274
Mali,40s,992490.0,0.010694054446520274
Mali,50s,664483.0,0.010694054446520274
Mali,60s,416392.0,0.010694054446520274
Mali,70s,210483.0,0.010694054446520274
Mali,80+,85594.0,0.010694054446520274
Malta,<30,160138.0,0.000356915606755905
Malta,30s,75127.0,0.000356915606755905
Malta,40s,61835.0,0.000356915606755905
Malta,50s,59051.0,0.000356915606755905
Malta,60s,59335.0,0.000356915606755905
Malta,70s,40276.0,0.000356915606755905
Malta,80+,19939.0,0.000356915606755905
Mauritania,<30,2485496.0,0.0026540659911140027
Mauritania,30s,392482.0,0.0026540659911140027
Mauritania,40s,276149.0,0.0026540659911140027
Mauritania,50s,184210.0,0.0026540659911140027
Mauritania,60s,109294.0,0.0026540659911140027
Mauritania,70s,60197.0,0.0026540659911140027
Mauritania,80+,29540.0,0.0026540659911140027
Mauritius,<30,518323.0,0.0009493492508425815
Mauritius,30s,182428.0,0.0009493492508425815
Mauritius,40s,172181.0,0.0009493492508425815
Mauritius,50s,180356.0,0.0009493492508425815
Mauritius,60s,131091.0,0.0009493492508425815
Mauritius,70s,56580.0,0.0009493492508425815
Mauritius,80+,24344.0,0.0009493492508425815
Mexico,<30,65598942.0,0.09497048226727808
Mexico,30s,18616022.0,0.09497048226727808
Mexico,40s,16029594.0,0.09497048226727808
Mexico,50s,12397632.0,0.09497048226727808
Mexico,60s,7878236.0,0.09497048226727808
Mexico,70s,4082445.0,0.09497048226727808
Mexico,80+,1974820.0,0.09497048226727808
Moldova,<30,1020041.0,0.002030330831583277
Moldova,30s,416064.0,0.002030330831583277
Moldova,40s,341298.0,0.002030330831583277
Moldova,50s,376707.0,0.002030330831583277
Moldova,60s,351174.0,0.002030330831583277
Moldova,70s,137631.0,0.002030330831583277
Moldova,80+,63132.0,0.002030330831583277
Monaco,<30,8923.122344,2.799196859925967e-05
Monaco,30s,3161.528869,2.799196859925967e-05
Monaco,40s,3855.000946,2.799196859925967e-05
Monaco,50s,5287.794748,2.799196859925967e-05
Monaco,60s,4867.354858999999,2.799196859925967e-05
Monaco,70s,4514.593665,2.799196859925967e-05
Monaco,80+,6698.604562799999,2.799196859925967e-05
Mongolia,<30,1763291.0,0.002407084962029973
Mongolia,30s,531995.0,0.002407084962029973
Mongolia,40s,408995.5,0.002407084962029973
Mongolia,50s,294755.5,0.002407084962029973
Mongolia,60s,132639.5,0.002407084962029973
Mongolia,70s,55626.0,0.002407084962029973
Mongolia,80+,20886.5,0.002407084962029973
Montenegro,<30,233706.0,0.00046695297470597085
Montenegro,30s,90781.0,0.00046695297470597085
Montenegro,40s,82155.0,0.00046695297470597085
Montenegro,50s,83322.0,0.00046695297470597085
Montenegro,60s,74310.0,0.00046695297470597085
Montenegro,70s,38487.0,0.00046695297470597085
Montenegro,80+,19599.0,0.00046695297470597085
Morocco,<30,17839185.0,0.022711537476214863
Morocco,30s,4094922.0,0.022711537476214863
Morocco,40s,3350153.0,0.022711537476214863
Morocco,50s,1986751.0,0.022711537476214863
Morocco,60s,1275955.0,0.022711537476214863
Morocco,70s,1336440.0,0.022711537476214863
Morocco,80+,386778.0,0.022711537476214863
Mozambique,<30,14717617.0,0.015195121431741565
Mozambique,30s,2289141.0,0.015195121431741565
Mozambique,40s,1405501.0,0.015195121431741565
Mozambique,50s,917188.0,0.015195121431741565
Mozambique,60s,541337.0,0.015195121431741565
Mozambique,70s,270077.0,0.015195121431741565
Mozambique,80+,111362.0,0.015195121431741565
N. Macedonia,<30,763779.0,0.0015570701352076084
N. Macedonia,30s,323960.0,0.0015570701352076084
N. Macedonia,40s,296101.0,0.0015570701352076084
N. Macedonia,50s,281173.0,0.0015570701352076084
N. Macedonia,60s,233258.0,0.0015570701352076084
N. Macedonia,70s,125520.0,0.0015570701352076084
N. Macedonia,80+,51489.0,0.0015570701352076084
Namibia,<30,1401824.0,0.0015854289975782002
Namibia,30s,273985.0,0.0015854289975782002
Namibia,40s,178591.0,0.0015854289975782002
Namibia,50s,109374.0,0.0015854289975782002
Namibia,60s,71909.0,0.0015854289975782002
Namibia,70s,41333.0,0.0015854289975782002
Namibia,80+,36061.0,0.0015854289975782002
Nepal,<30,16617651.0,0.019878667421041267
Nepal,30s,3339624.0,0.019878667421041267
Nepal,40s,2559080.0,0.019878667421041267
Nepal,50s,1823739.0,0.019878667421041267
Nepal,60s,1311276.0,0.019878667421041267
Nepal,70s,630288.0,0.019878667421041267
Nepal,80+,212846.0,0.019878667421041267
Netherlands,<30,5985594.0,0.012890864262602289
Netherlands,30s,2078145.0,0.012890864262602289
Netherlands,40s,2307135.0,0.012890864262602289
Netherlands,50s,2491356.0,0.012890864262602289
Netherlands,60s,2079275.0,0.012890864262602289
Netherlands,70s,1460665.0,0.012890864262602289
Netherlands,80+,778914.0,0.012890864262602289
New Zealand,<30,1997170.0,0.0036655838526178765
New Zealand,30s,628370.0,0.0036655838526178765
New Zealand,40s,615530.0,0.0036655838526178765
New Zealand,50s,625520.0,0.0036655838526178765
New Zealand,60s,509190.0,0.0036655838526178765
New Zealand,70s,333670.0,0.0036655838526178765
New Zealand,80+,176080.0,0.0036655838526178765
Nicaragua,<30,3466062.0,0.0038580852839668733
Nicaragua,30s,632253.0,0.0038580852839668733
Nicaragua,40s,451622.0,0.0038580852839668733
Nicaragua,50s,278984.0,0.0038580852839668733
Nicaragua,60s,165848.0,0.0038580852839668733
Nicaragua,70s,96194.0,0.0038580852839668733
Nicaragua,80+,51135.0,0.0038580852839668733
Niger,<30,12974695.0,0.012861835387688455
Niger,30s,1627346.0,0.012861835387688455
Niger,40s,1081951.0,0.012861835387688455
Niger,50s,696880.0,0.012861835387688455
Niger,60s,414139.0,0.012861835387688455
Niger,70s,244485.0,0.012861835387688455
Niger,80+,102898.0,0.012861835387688455
Nigeria,<30,99282221.0,0.10536512964166111
Nigeria,30s,16799293.0,0.10536512964166111
Nigeria,40s,11047763.0,0.10536512964166111
Nigeria,50s,6315466.0,0.10536512964166111
Nigeria,60s,3601334.0,0.10536512964166111
Nigeria,70s,1910435.0,0.10536512964166111
Nigeria,80+,1475278.0,0.10536512964166111
Norway,<30,1974838.0,0.003973271169354487
Norway,30s,708384.0,0.003973271169354487
Norway,40s,735068.0,0.003973271169354487
Norway,50s,680725.0,0.003973271169354487
Norway,60s,572322.0,0.003973271169354487
Norway,70s,401530.0,0.003973271169354487
Norway,80+,222752.0,0.003973271169354487
Oman,<30,1725788.0,0.002080924656685104
Oman,30s,512347.0,0.002080924656685104
Oman,40s,275503.0,0.002080924656685104
Oman,50s,146220.0,0.002080924656685104
Oman,60s,65087.0,0.002080924656685104
Oman,70s,33077.0,0.002080924656685104
Oman,80+,15457.0,0.002080924656685104
Pakistan,<30,104018342.66,0.11243935015966619
Pakistan,30s,16784741.868,0.11243935015966619
Pakistan,40s,13054144.396000002,0.11243935015966619
Pakistan,50s,8130292.144,0.11243935015966619
Pakistan,60s,4972174.409,0.11243935015966619
Pakistan,70s,2118244.3173,0.11243935015966619
Pakistan,80+,782448.2018,0.11243935015966619
Panama,<30,2124907.0,0.003169986153526784
Panama,30s,607864.0,0.003169986153526784
Panama,40s,549248.0,0.003169986153526784
Panama,50s,426535.0,0.003169986153526784
Panama,60s,273752.0,0.003169986153526784
Panama,70s,152945.0,0.003169986153526784
Panama,80+,89741.0,0.003169986153526784
Papua N.G.,<30,3552620.0,0.0038946155983066192
Papua N.G.,30s,714597.0,0.0038946155983066192
Papua N.G.,40s,451125.0,0.0038946155983066192
Papua N.G.,50s,259721.0,0.0038946155983066192
Papua N.G.,60s,146724.0,0.0038946155983066192
Papua N.G.,70s,51998.0,0.0038946155983066192
Papua N.G.,80+,14001.0,0.0038946155983066192
Paraguay,<30,3324427.0,0.0038739164873962326
Paraguay,30s,640713.0,0.0038739164873962326
Paraguay,40s,511801.0,0.0038739164873962326
Paraguay,50s,318024.0,0.0038739164873962326
Paraguay,60s,195371.0,0.0038739164873962326
Paraguay,70s,118639.0,0.0038739164873962326
Paraguay,80+,54223.0,0.0038739164873962326
Peru,<30,15071585.0,0.022045051314778855
Peru,30s,4379777.0,0.022045051314778855
Peru,40s,3660378.0,0.022045051314778855
Peru,50s,2772568.0,0.022045051314778855
Peru,60s,1846407.0,0.022045051314778855
Peru,70s,1078066.0,0.022045051314778855
Peru,80+,573103.0,0.022045051314778855
Philippines,<30,60174919.0,0.07554993836113442
Philippines,30s,14084581.0,0.07554993836113442
Philippines,40s,11133653.0,0.07554993836113442
Philippines,50s,8037381.0,0.07554993836113442
Philippines,60s,4677308.0,0.07554993836113442
Philippines,70s,1793654.0,0.07554993836113442
Philippines,80+,792283.0,0.07554993836113442
Poland,<30,12496426.0,0.02849368044881993
Poland,30s,6123193.0,0.02849368044881993
Poland,40s,5241089.0,0.02849368044881993
Poland,50s,4866444.0,0.02849368044881993
Poland,60s,5095197.0,0.02849368044881993
Poland,70s,2516659.0,0.02849368044881993
Poland,80+,1637679.0,0.02849368044881993
Portugal,<30,3066564.0,0.007721295826257251
Portugal,30s,1296718.0,0.007721295826257251
Portugal,40s,1579162.0,0.007721295826257251
Portugal,50s,1476210.0,0.007721295826257251
Portugal,60s,1278985.0,0.007721295826257251
Portugal,70s,946500.0,0.007721295826257251
Portugal,80+,646888.0,0.007721295826257251
Qatar,<30,1188727.0,0.0020709389938205853
Qatar,30s,886212.0,0.0020709389938205853
Qatar,40s,443236.0,0.0020709389938205853
Qatar,50s,175459.0,0.0020709389938205853
Qatar,60s,50049.0,0.0020709389938205853
Qatar,70s,12288.0,0.0020709389938205853
Qatar,80+,4199.0,0.0020709389938205853
Romania,<30,6340634.0,0.01465371528268952
Romania,30s,2755849.0,0.01465371528268952
Romania,40s,3150010.0,0.01465371528268952
Romania,50s,2382990.0,0.01465371528268952
Romania,60s,2538635.0,0.01465371528268952
Romania,70s,1478394.0,0.01465371528268952
Romania,80+,884119.0,0.01465371528268952
Russia,<30,53569774.0,0.10744339900787529
Russia,30s,21650532.0,0.10744339900787529
Russia,40s,19235579.0,0.10744339900787529
Russia,50s,21796855.0,0.10744339900787529
Russia,60s,12709367.0,0.10744339900787529
Russia,70s,9853932.0,0.10744339900787529
Russia,80+,4385691.0,0.10744339900787529
Rwanda,<30,7397637.0,0.0078935505739787
Rwanda,30s,1270550.0,0.0078935505739787
Rwanda,40s,756416.0,0.0078935505739787
Rwanda,50s,579632.0,0.0078935505739787
Rwanda,60s,278892.0,0.0078935505739787
Rwanda,70s,152513.0,0.0078935505739787
Rwanda,80+,84970.0,0.0078935505739787
Saint Lucia,<30,76777.11517,0.00013407428271730278
Saint Lucia,30s,28618.01532,0.00013407428271730278
Saint Lucia,40s,25699.825940000002,0.00013407428271730278
Saint Lucia,50s,22803.620779999997,0.00013407428271730278
Saint Lucia,60s,13887.449246999999,0.00013407428271730278
Saint Lucia,70s,7448.634802,0.00013407428271730278
Saint Lucia,80+,3461.0,0.00013407428271730278
San Marino,<30,9894.0,2.5867135991970965e-05
San Marino,30s,4050.0,2.5867135991970965e-05
San Marino,40s,5903.0,2.5867135991970965e-05
San Marino,50s,5875.0,2.5867135991970965e-05
San Marino,60s,4002.0,2.5867135991970965e-05
San Marino,70s,2770.0,2.5867135991970965e-05
San Marino,80+,1982.0,2.5867135991970965e-05
Sao Tome & P.,<30,123865.0,0.00013427861684102158
Sao Tome & P.,30s,22253.0,0.00013427861684102158
Sao Tome & P.,40s,14190.0,0.00013427861684102158
Sao Tome & P.,50s,9180.0,0.00013427861684102158
Sao Tome & P.,60s,4586.0,0.00013427861684102158
Sao Tome & P.,70s,3289.0,0.00013427861684102158
Sao Tome & P.,80+,1605.0,0.00013427861684102158
Saudi Arabia,<30,16299463.0,0.025070068662532793
Saudi Arabia,30s,6835445.0,0.025070068662532793
Saudi Arabia,40s,5617841.0,0.025070068662532793
Saudi Arabia,50s,2824195.0,0.025070068662532793
Saudi Arabia,60s,1185165.0,0.025070068662532793
Saudi Arabia,70s,451097.0,0.025070068662532793
Saudi Arabia,80+,200454.0,0.025070068662532793
Senegal,<30,8978087.0,0.015175375194212946
Senegal,30s,8860856.0,0.015175375194212946
Senegal,40s,981240.0,0.015175375194212946
Senegal,50s,694361.0,0.015175375194212946
Senegal,60s,403976.0,0.015175375194212946
Senegal,70s,208755.0,0.015175375194212946
Senegal,80+,98630.0,0.015175375194212946
Serbia,<30,2181203.0,0.005253141434278024
Serbia,30s,967875.0,0.005253141434278024
Serbia,40s,966253.0,0.005253141434278024
Serbia,50s,958561.0,0.005253141434278024
Serbia,60s,1034478.0,0.005253141434278024
Serbia,70s,578595.0,0.005253141434278024
Serbia,80+,314479.0,0.005253141434278024
Seychelles,<30,32900.0,7.19104279753589e-05
Seychelles,30s,17313.0,7.19104279753589e-05
Seychelles,40s,15298.0,7.19104279753589e-05
Seychelles,50s,15280.0,7.19104279753589e-05
Seychelles,60s,9675.0,7.19104279753589e-05
Seychelles,70s,3614.0,7.19104279753589e-05
Seychelles,80+,1763.0,7.19104279753589e-05
Sierra Leone,<30,5038882.0,0.005321169841090184
Sierra Leone,30s,855375.0,0.005321169841090184
Sierra Leone,40s,541403.0,0.005321169841090184
Sierra Leone,50s,297242.0,0.005321169841090184
Sierra Leone,60s,186404.0,0.005321169841090184
Sierra Leone,70s,105296.0,0.005321169841090184
Sierra Leone,80+,67511.0,0.005321169841090184
Singapore,<30,1364791.0,0.006253856562749864
Singapore,30s,4926042.0,0.006253856562749864
Singapore,40s,611478.0,0.006253856562749864
Singapore,50s,613355.0,0.006253856562749864
Singapore,60s,483789.0,0.006253856562749864
Singapore,70s,228873.0,0.006253856562749864
Singapore,80+,106880.0,0.006253856562749864
Slovakia,<30,1826341.0,0.004083940284853724
Slovakia,30s,874811.0,0.004083940284853724
Slovakia,40s,811753.0,0.004083940284853724
Slovakia,50s,718405.0,0.004083940284853724
Slovakia,60s,677096.0,0.004083940284853724
Slovakia,70s,358506.0,0.004083940284853724
Slovakia,80+,176208.0,0.004083940284853724
Slovenia,<30,622707.0,0.0015507676655959204
Slovenia,30s,293359.0,0.0015507676655959204
Slovenia,40s,299618.0,0.0015507676655959204
Slovenia,50s,303469.0,0.0015507676655959204
Slovenia,60s,272674.0,0.0015507676655959204
Slovenia,70s,166800.0,0.0015507676655959204
Slovenia,80+,108253.0,0.0015507676655959204
Somalia,<30,3034169.0,0.0036612171415297784
Somalia,30s,794382.0,0.0036612171415297784
Somalia,40s,560928.0,0.0036612171415297784
Somalia,50s,299358.0,0.0036612171415297784
Somalia,60s,132084.0,0.0036612171415297784
Somalia,70s,41857.0,0.0036612171415297784
Somalia,80+,16932.0,0.0036612171415297784
South Africa,<30,30537427.0,0.038843134614323135
South Africa,30s,7496777.0,0.038843134614323135
South Africa,40s,5568900.0,0.038843134614323135
South Africa,50s,4015696.0,0.038843134614323135
South Africa,60s,2343573.0,0.038843134614323135
South Africa,70s,1229596.0,0.038843134614323135
South Africa,80+,578583.0,0.038843134614323135
South Korea,<30,16400577.0,0.03872014717190905
South Korea,30s,7467083.0,0.03872014717190905
South Korea,40s,8512524.0,0.03872014717190905
South Korea,50s,8463461.0,0.03872014717190905
South Korea,60s,5749217.0,0.03872014717190905
South Korea,70s,3376657.0,0.03872014717190905
South Korea,80+,1637114.0,0.03872014717190905
Spain,<30,14016234.0,0.03500755289834
Spain,30s,6431119.0,0.03500755289834
Spain,40s,7740481.0,0.03500755289834
Spain,50s,6797280.0,0.03500755289834
Spain,60s,5119970.0,0.03500755289834
Spain,70s,3665248.0,0.03500755289834
Spain,80+,2888115.0,0.03500755289834
Sri Lanka,<30,9861646.0,0.015277207346963795
Sri Lanka,30s,3048492.0,0.015277207346963795
Sri Lanka,40s,2645039.0,0.015277207346963795
Sri Lanka,50s,2283689.0,0.015277207346963795
Sri Lanka,60s,1551199.0,0.015277207346963795
Sri Lanka,70s,695600.0,0.015277207346963795
Sri Lanka,80+,275963.0,0.015277207346963795
St Kitts,<30,23120.0,3.0319380596227716e-05
St Kitts,30s,6010.0,3.0319380596227716e-05
St Kitts,40s,4400.0,3.0319380596227716e-05
St Kitts,50s,2490.0,3.0319380596227716e-05
St Kitts,60s,1660.0,3.0319380596227716e-05
St Kitts,70s,1510.0,3.0319380596227716e-05
St Kitts,80+,1220.0,3.0319380596227716e-05
St Vincent & G.,<30,54459.095437,8.298824606899271e-05
St Vincent & G.,30s,15614.452197,8.298824606899271e-05
St Vincent & G.,40s,14814.389423,8.298824606899271e-05
St Vincent & G.,50s,11732.713824,8.298824606899271e-05
St Vincent & G.,60s,6749.254524,8.298824606899271e-05
St Vincent & G.,70s,4571.816897000001,8.298824606899271e-05
St Vincent & G.,80+,2665.9140580000003,8.298824606899271e-05
Sudan,<30,27515642.0,0.02974737370632892
Sudan,30s,4847230.0,0.02974737370632892
Sudan,40s,3335289.0,0.02974737370632892
Sudan,50s,2075061.0,0.02974737370632892
Sudan,60s,1128916.0,0.02974737370632892
Sudan,70s,529443.0,0.02974737370632892
Sudan,80+,216042.0,0.02974737370632892
Suriname,<30,293500.0,0.0004375714616114824
Suriname,30s,84400.0,0.0004375714616114824
Suriname,40s,75400.0,0.0004375714616114824
Suriname,50s,61200.0,0.0004375714616114824
Suriname,60s,40000.0,0.0004375714616114824
Suriname,70s,20500.0,0.0004375714616114824
Suriname,80+,8200.0,0.0004375714616114824
Sweden,<30,3690437.0,0.007593156865229616
Sweden,30s,1290686.0,0.007593156865229616
Sweden,40s,1298352.0,0.007593156865229616
Sweden,50s,1269914.0,0.007593156865229616
Sweden,60s,1125099.0,0.007593156865229616
Sweden,70s,933084.0,0.007593156865229616
Sweden,80+,512670.0,0.007593156865229616
Switzerland,<30,2756824.0,0.006391625547285359
Switzerland,30s,1207527.0,0.006391625547285359
Switzerland,40s,1214020.0,0.006391625547285359
Switzerland,50s,1284810.0,0.006391625547285359
Switzerland,60s,921658.0,0.006391625547285359
Switzerland,70s,694606.0,0.006391625547285359
Switzerland,80+,439383.0,0.006391625547285359
Tanzania,<30,31680825.0,0.033709901415877486
Tanzania,30s,5350630.0,0.033709901415877486
Tanzania,40s,3405033.0,0.033709901415877486
Tanzania,50s,1984867.0,0.033709901415877486
Tanzania,60s,1263553.0,0.033709901415877486
Tanzania,70s,769962.0,0.033709901415877486
Tanzania,80+,474053.0,0.033709901415877486
Thailand,<30,27370497.599999998,0.04950564242434911
Thailand,30s,11009765.8,0.04950564242434911
Thailand,40s,10938077.6,0.04950564242434911
Thailand,50s,8155120.8,0.04950564242434911
Thailand,60s,4698749.6,0.04950564242434911
Thailand,70s,2731023.9,0.04950564242434911
Thailand,80+,1078423.0,0.04950564242434911
Timor-Leste,<30,799482.0,0.0008880802426889572
Timor-Leste,30s,121285.0,0.0008880802426889572
Timor-Leste,40s,103194.0,0.0008880802426889572
Timor-Leste,50s,62740.0,0.0008880802426889572
Timor-Leste,60s,59418.0,0.0008880802426889572
Timor-Leste,70s,28114.0,0.0008880802426889572
Timor-Leste,80+,9410.0,0.0008880802426889572
Togo,<30,4249165.0,0.004635095003865848
Togo,30s,776388.0,0.004635095003865848
Togo,40s,520030.0,0.004635095003865848
Togo,50s,294183.0,0.004635095003865848
Togo,60s,169018.0,0.004635095003865848
Togo,70s,95330.0,0.004635095003865848
Togo,80+,73591.0,0.004635095003865848
Trinidad & T.,<30,622685.6714100001,0.0010178736269219305
Trinidad & T.,30s,202387.74692,0.0010178736269219305
Trinidad & T.,40s,186204.40923,0.0010178736269219305
Trinidad & T.,50s,163855.01756,0.0010178736269219305
Trinidad & T.,60s,105510.41768,0.0010178736269219305
Trinidad & T.,70s,52136.6625,0.0010178736269219305
Trinidad & T.,80+,23853.107930000002,0.0010178736269219305
Tunisia,<30,5298333.0,0.00824029369466374
Tunisia,30s,1800767.0,0.00824029369466374
Tunisia,40s,1410804.0,0.00824029369466374
Tunisia,50s,1185776.0,0.00824029369466374
Tunisia,60s,687727.0,0.00824029369466374
Tunisia,70s,387577.0,0.00824029369466374
Tunisia,80+,211769.0,0.00824029369466374
Turkey,<30,37727240.0,0.05640397167259296
Turkey,30s,12202240.0,0.05640397167259296
Turkey,40s,9660169.5,0.05640397167259296
Turkey,50s,7382315.5,0.05640397167259296
Turkey,60s,4515783.0,0.05640397167259296
Turkey,70s,2585965.0,0.05640397167259296
Turkey,80+,1102113.5,0.05640397167259296
UAE,<30,2128164.0,0.0030784735444710724
UAE,30s,1140967.0,0.0030784735444710724
UAE,40s,567031.0,0.0030784735444710724
UAE,50s,205985.0,0.0030784735444710724
UAE,60s,41804.0,0.0030784735444710724
UAE,70s,13681.0,0.0030784735444710724
UAE,80+,5391.0,0.0030784735444710724
UK,<30,24289770.0,0.04972466652355909
UK,30s,8776124.0,0.04972466652355909
UK,40s,8566903.0,0.04972466652355909
UK,50s,8911564.0,0.04972466652355909
UK,60s,7075336.0,0.04972466652355909
UK,70s,5392688.0,0.04972466652355909
UK,80+,3261191.0,0.04972466652355909
US,<30,127418000.0,0.24547176318082684
US,30s,43699605.0,0.24547176318082684
US,40s,40461436.0,0.24547176318082684
US,50s,42825549.0,0.24547176318082684
US,60s,37418544.0,0.24547176318082684
US,70s,22672489.0,0.24547176318082684
US,80+,12671811.0,0.24547176318082684
Uganda,<30,26234569.0,0.025986170135291715
Uganda,30s,3487576.0,0.025986170135291715
Uganda,40s,2193541.0,0.025986170135291715
Uganda,50s,1288387.0,0.025986170135291715
Uganda,60s,741203.0,0.025986170135291715
Uganda,70s,427709.0,0.025986170135291715
Uganda,80+,261665.0,0.025986170135291715
Ukraine,<30,13740593.0,0.031674986287945704
Ukraine,30s,6885439.0,0.031674986287945704
Ukraine,40s,5934476.0,0.031674986287945704
Ukraine,50s,5976513.0,0.031674986287945704
Ukraine,60s,5076996.0,0.031674986287945704
Ukraine,70s,2924847.0,0.031674986287945704
Ukraine,80+,1677902.0,0.031674986287945704
Uruguay,<30,1484938.7599300004,0.002639948826236651
Uruguay,30s,482834.27867,0.002639948826236651
Uruguay,40s,460244.41153,0.002639948826236651
Uruguay,50s,402035.34898,0.002639948826236651
Uruguay,60s,330482.82632,0.002639948826236651
Uruguay,70s,218938.87806999998,0.002639948826236651
Uruguay,80+,139077.985712,0.002639948826236651
Uzbekistan,<30,18184841.0,0.024300944532588444
Uzbekistan,30s,5102182.0,0.024300944532588444
Uzbekistan,40s,3733945.0,0.024300944532588444
Uzbekistan,50s,3007048.0,0.024300944532588444
Uzbekistan,60s,1538002.0,0.024300944532588444
Uzbekistan,70s,544093.0,0.024300944532588444
Uzbekistan,80+,278452.0,0.024300944532588444
Venezuela,<30,16303737.0,0.024057982828469868
Venezuela,30s,4926625.0,0.024057982828469868
Venezuela,40s,4003970.0,0.024057982828469868
Venezuela,50s,3310635.0,0.024057982828469868
Venezuela,60s,2047451.0,0.024057982828469868
Venezuela,70s,1009231.0,0.024057982828469868
Venezuela,80+,463092.0,0.024057982828469868
Vietnam,<30,45001779.0,0.07218502357516414
Vietnam,30s,16086196.0,0.07218502357516414
Vietnam,40s,12941590.0,0.07218502357516414
Vietnam,50s,10770734.0,0.07218502357516414
Vietnam,60s,6677305.0,0.07218502357516414
Vietnam,70s,2812661.0,0.07218502357516414
Vietnam,80+,1918719.0,0.07218502357516414
West Bank/Gaza,<30,2570498.0,0.0027052615520049453
West Bank/Gaza,30s,421552.0,0.0027052615520049453
West Bank/Gaza,40s,293263.0,0.0027052615520049453
West Bank/Gaza,50s,157239.0,0.0027052615520049453
West Bank/Gaza,60s,88061.0,0.0027052615520049453
West Bank/Gaza,70s,53354.0,0.0027052615520049453
West Bank/Gaza,80+,21635.0,0.0027052615520049453
Zambia,<30,9726003.0,0.009823348762021537
Zambia,30s,1523229.0,0.009823348762021537
Zambia,40s,849402.0,0.009823348762021537
Zambia,50s,479026.0,0.009823348762021537
Zambia,60s,291494.0,0.009823348762021537
Zambia,70s,156411.0,0.009823348762021537
Zambia,80+,67101.0,0.009823348762021537
Zimbabwe,<30,9111669.0,0.009779013889479318
Zimbabwe,30s,1657488.0,0.009779013889479318
Zimbabwe,40s,872800.0,0.009779013889479318
Zimbabwe,50s,633199.0,0.009779013889479318
Zimbabwe,60s,393829.0,0.009779013889479318
Zimbabwe,70s,226766.0,0.009779013889479318
Zimbabwe,80+,137825.0,0.009779013889479318
